Zadatak,Ulaz,Izlaz,Predviđen odgovor,Točan odgovor,Ispravno,Vrsta pitanja
24,"Viktor Žmegač, Nadrealisti i kravate
NADREALISTI I KRAVATE. Sa starih crno-bijelih ili smećkastih fotografija gleda nas povijest.
Kad nas motre umjetnici, stvara se dodatna kulturnopovijesna vrijednost. Preda mnom je jedna
od skupnih fotografija istaknutih dadaista i nadrealista iz sredine dvadesetih godina. U prvom redu
sjede ličnosti koje ne treba predstaviti: Tristan Tzara, André Breton, Salvador Dalí, Max Ernst, Man
Ray. Svojim su djelima među najradikalnijim modernistima dvadesetoga stoljeća. No fotografija to
nimalo ne pokazuje. Danas smo navikli na to da se avangardni signali moraju očitovati i u odjeći.
Ako je umjetniku stalo do sebe, mora biti čupav, razdrljen, u što starijim trapericama i puloveru
koji je njegovano prljav, po mogućnosti na dva-tri mjesta propaljen cigaretom. U naše vrijeme
to je standard, a svakako više nije provokacija. Prije osamdesetak godina likovni i tekstualni
izazovi bili su nezapamćeno žestoki, ali djela bila su jedno, a odijevanje drugo. Antigrađanski
nasrtaji bili su u slikama i riječima koje su dolazile iz ruku autora pomno građanski obučenih. Čak
ni dadaistička ulična događanja u prvim godinama poslije rata nisu bila bez izglačanih odijela,
kravate ili leptirmašne. Takva je i fotografija. Svi imaju uredne košulje i decentne kravate, svi su
uz suzdržan smiješak uprli oči u kameru, kao da će izletjeti ptičica. I Man Ray ne drži se drukčije,
jedan od najvećih umjetničkih fotografa stoljeća. Tada svakako još nije postojala uniformnost
vanjskih i unutarnjih crta ličnosti. Zanimljivo je protuslovlje u današnjoj epohi, koja od umjetnika
očekuje klaunsku odjeću, naušnice i nanosnice, ali ne uočava da je umjetnost postala repetitivna.
Gospoda s kravatama i sakoima (a ne s ribarskim jaknama) rušili su estetske konvencije stare i po
petsto godina, i to sa štropotom. Danas su se posljednji trzaji provokacije preselili u ekstravagancije
vanjske pojave.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
24. Što od sljedećega autor iskazuje o umjetnosti svojega vremena?
A. Nekonvencionalna je.
B. Puna je proturječja.
C. Provokativna je.
D. Neoriginalna je.

Ogovori samo s A,B,C ili D",B. Puna je proturječja.,B,D,FALSE,Književnost (uz polazni tekst)
25,"Darko Grundler, Utjecaj monitora s katodnom cijevi na uređaje i ljude
Utjecaj elektromagnetskog polja monitora na uređaje svodi se na izazivanje smetnji i neispravnog
rada. Takva vrsta ometanja zove se elektromagnetska interferencija (engl. electromagnetic
interference, EMI). Primjeri ometanja su: smetnje na TV prijamnicima, radioprijamnicima i
telekomunikacijskoj opremi. (...) Problem zajedničkog rada više uređaja bez osjetnog međusobno
neželjenog utjecaja jest problem elektromagnetske sukladnosti (engl. electromagnetic compatibility,
EMC). Za neka dva uređaja kaže se da su elektromagnetski sukladna ako mogu zajedno raditi bez
međusobnih smetnji. Smatra se da monitor može štetno utjecati na zdravlje ljudi koji se nalaze u
njihovoj blizini. Štetnost monitora nije u potpunosti razjašnjena niti su sa sigurnošću ustanovljene
zdravstvene posljedice. Jedno od područja istraživanja jest utjecaj elektromagnetskih polja koja
stvara monitor. Monitor se sastoji od mnogo sastavnih dijelova kroz koje protječe električna
struja, pa se sukladno tome oko monitora rasprostiru električna i magnetska polja. Rasprostiranje
električnih i magnetskih polja naziva se emisija (engl. emission). Prema istraživanjima, monitori
proizvode dvije vrste emisija koje mogu utjecati na zdravlje. ELF (engl. extremely low frequency)
emisija je izuzetno niske frekvencije (5 Hz do 2 kHz), a glavni joj je izvor uspravni otklonski sustav i
napojna jedinica monitora. VLF (engl. very low frequency) emisija je vrlo niske frekvencije (2 kHz do
400 kHz), a izvor VLF-a vodoravni je otklonski sustav monitora. Viši pogonski naponi, kod višebojnih
monitora, uzrokuju u načelu i veće razine emisije.
Korisnici se od emisije mogu zaštititi na dva načina: filtriranjem signala i oklapanjem monitora.
Oklapanje se svodi na zatvaranje monitora u metalni oklop tako da se pojedini dijelovi monitora
presvlače tankim metalnim presvlakama. Primjerice staklo katodne cijevi monitora sadrži olovo kako
bi smanjilo zračenje. Mišljenja stručnjaka o općoj štetnosti monitora na zdravlje vrlo su podijeljena
i često suprotna te ne postoji znanstveno čvrsta podloga kojom bi se mogla potkrijepiti štetnost
utjecaja monitora na zdravlje.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
25. Koja je namjena teksta?
A. upozoriti na opasnost pri upotrebi monitora računala
B. potaknuti istraživanje o utjecaju monitora na ljude
C. promovirati nove tehnologije u izradi monitora
D. objasniti utjecaj monitora na okolinu

Ogovori samo s A,B,C ili D",B. potaknuti istraživanje o utjecaju monitora na ljude,B,D,FALSE,Književnost (uz polazni tekst)
26,"Darko Grundler, Utjecaj monitora s katodnom cijevi na uređaje i ljude
Utjecaj elektromagnetskog polja monitora na uređaje svodi se na izazivanje smetnji i neispravnog
rada. Takva vrsta ometanja zove se elektromagnetska interferencija (engl. electromagnetic
interference, EMI). Primjeri ometanja su: smetnje na TV prijamnicima, radioprijamnicima i
telekomunikacijskoj opremi. (...) Problem zajedničkog rada više uređaja bez osjetnog međusobno
neželjenog utjecaja jest problem elektromagnetske sukladnosti (engl. electromagnetic compatibility,
EMC). Za neka dva uređaja kaže se da su elektromagnetski sukladna ako mogu zajedno raditi bez
međusobnih smetnji. Smatra se da monitor može štetno utjecati na zdravlje ljudi koji se nalaze u
njihovoj blizini. Štetnost monitora nije u potpunosti razjašnjena niti su sa sigurnošću ustanovljene
zdravstvene posljedice. Jedno od područja istraživanja jest utjecaj elektromagnetskih polja koja
stvara monitor. Monitor se sastoji od mnogo sastavnih dijelova kroz koje protječe električna
struja, pa se sukladno tome oko monitora rasprostiru električna i magnetska polja. Rasprostiranje
električnih i magnetskih polja naziva se emisija (engl. emission). Prema istraživanjima, monitori
proizvode dvije vrste emisija koje mogu utjecati na zdravlje. ELF (engl. extremely low frequency)
emisija je izuzetno niske frekvencije (5 Hz do 2 kHz), a glavni joj je izvor uspravni otklonski sustav i
napojna jedinica monitora. VLF (engl. very low frequency) emisija je vrlo niske frekvencije (2 kHz do
400 kHz), a izvor VLF-a vodoravni je otklonski sustav monitora. Viši pogonski naponi, kod višebojnih
monitora, uzrokuju u načelu i veće razine emisije.
Korisnici se od emisije mogu zaštititi na dva načina: filtriranjem signala i oklapanjem monitora.
Oklapanje se svodi na zatvaranje monitora u metalni oklop tako da se pojedini dijelovi monitora
presvlače tankim metalnim presvlakama. Primjerice staklo katodne cijevi monitora sadrži olovo kako
bi smanjilo zračenje. Mišljenja stručnjaka o općoj štetnosti monitora na zdravlje vrlo su podijeljena
i često suprotna te ne postoji znanstveno čvrsta podloga kojom bi se mogla potkrijepiti štetnost
utjecaja monitora na zdravlje.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
26. Zbog čega su monitori potencijalno štetni za ljude?
A. zbog elektromagnetske interferencije
B. zbog elektromagnetske sukladnosti
C. zbog toga što sadrže olovo
D. zbog ELF i VLF emisije

Ogovori samo s A,B,C ili D","D. zbog ELF i VLF emisije



",D,D,TRUE,Književnost (uz polazni tekst)
27,"Darko Grundler, Utjecaj monitora s katodnom cijevi na uređaje i ljude
Utjecaj elektromagnetskog polja monitora na uređaje svodi se na izazivanje smetnji i neispravnog
rada. Takva vrsta ometanja zove se elektromagnetska interferencija (engl. electromagnetic
interference, EMI). Primjeri ometanja su: smetnje na TV prijamnicima, radioprijamnicima i
telekomunikacijskoj opremi. (...) Problem zajedničkog rada više uređaja bez osjetnog međusobno
neželjenog utjecaja jest problem elektromagnetske sukladnosti (engl. electromagnetic compatibility,
EMC). Za neka dva uređaja kaže se da su elektromagnetski sukladna ako mogu zajedno raditi bez
međusobnih smetnji. Smatra se da monitor može štetno utjecati na zdravlje ljudi koji se nalaze u
njihovoj blizini. Štetnost monitora nije u potpunosti razjašnjena niti su sa sigurnošću ustanovljene
zdravstvene posljedice. Jedno od područja istraživanja jest utjecaj elektromagnetskih polja koja
stvara monitor. Monitor se sastoji od mnogo sastavnih dijelova kroz koje protječe električna
struja, pa se sukladno tome oko monitora rasprostiru električna i magnetska polja. Rasprostiranje
električnih i magnetskih polja naziva se emisija (engl. emission). Prema istraživanjima, monitori
proizvode dvije vrste emisija koje mogu utjecati na zdravlje. ELF (engl. extremely low frequency)
emisija je izuzetno niske frekvencije (5 Hz do 2 kHz), a glavni joj je izvor uspravni otklonski sustav i
napojna jedinica monitora. VLF (engl. very low frequency) emisija je vrlo niske frekvencije (2 kHz do
400 kHz), a izvor VLF-a vodoravni je otklonski sustav monitora. Viši pogonski naponi, kod višebojnih
monitora, uzrokuju u načelu i veće razine emisije.
Korisnici se od emisije mogu zaštititi na dva načina: filtriranjem signala i oklapanjem monitora.
Oklapanje se svodi na zatvaranje monitora u metalni oklop tako da se pojedini dijelovi monitora
presvlače tankim metalnim presvlakama. Primjerice staklo katodne cijevi monitora sadrži olovo kako
bi smanjilo zračenje. Mišljenja stručnjaka o općoj štetnosti monitora na zdravlje vrlo su podijeljena
i često suprotna te ne postoji znanstveno čvrsta podloga kojom bi se mogla potkrijepiti štetnost
utjecaja monitora na zdravlje.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
27. Što se povećava s višim pogonskim naponima kod višebojnih monitora?
A. elektromagnetska sukladnost uređaja
B. količina olova u katodnoj cijevi
C. filtriranje signala monitora
D. zračenje monitora

Ogovori samo s A,B,C ili D",D. zračenje monitora,D,D,TRUE,Književnost (uz polazni tekst)
28,"Savršena tjestenina
Kad se vratite gladni s posla, a niste neki vješti kuhari, posegnut ćete za namirnicama pogodnima
za brzu pripremu. Jedna je od njih i tjestenina. Iako njeno kuhanje nije komplicirano, postoje pravila
koja je potrebno slijediti kako bi se iz ove namirnice izvuklo ono najbolje.
Odaberite visokokvalitetnu tjesteninu od fino mljevene durum-pšenice. Ona u usporedbi s
običnom pšenicom sadrži više minerala i vitamina te također ima visoki udio proteina koji pridonose
elastičnosti tjestenine pa se neće tako lako raskuhati.
Kuhajte ju u dovoljnoj količini vode kako se ne bi slijepila i otpustila škrob. Neki od kulinarskih
stručnjaka preporučuju čak 5 L vode na 1 kg tjestenine. Naravno, vaša količina tjestenine možda
neće biti ovako velika, ali ako je riječ i o samo 500 g, iskoristite veći lonac u koji može stati barem
3 – 4 L vode jer je to jedini način da se tjestenina ravnomjerno skuha i bude ukusna.
Budite oprezni s dodavanjem ulja i soli. Dodavanjem ulja nećete spriječiti sljepljivanje, već
ćete tjesteninu učiniti masnijom. Stoga ju promiješate 3 – 4 puta u 10 minuta kako ne bi došlo
do neželjenoga sljepljivanja. Sol dodajte nakon što je voda zakipjela. Tako ćete ubrzati proces
zagrijavanja vode. Na svaku litru vode dodajte otprilike 1 ½ žličicu soli.
Kako biste izbjegli raskuhavanje tjestenine, kušajte ju 2 – 3 minute prije predviđenoga završetka
kuhanja otisnutoga na pakiranju jer ćete tako najbolje osjetiti al dente čvrstoću koja predstavlja
savršeno skuhanu tjesteninu.
Tjesteninu nakon kuhanja nemojte ispirati jer se tako gubi škrob i sva slasnost dobivena
kuhanjem u slanoj vodi. Samo je procijedite i još vruću pomiješajte s umakom kako ne bi došlo
do sljepljivanja. Umak po potrebi dodatno zagrijte s tjesteninom, ali ne duže od 2 minute. Jela od
tjestenine servirajte topla, osim ako nije riječ o nekom obliku hladne salate.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
28. Koja je namjena teksta?
A. analizirati zašto se tjestenina kuhanjem sljepljuje
B. potaknuti ljude na kuhanje jela s tjesteninom
C. objasniti kako se pravilno kuha tjestenina
D. opisati nastanak raskuhane tjestenine

Ogovori samo s A,B,C ili D",C. objasniti kako se pravilno kuha tjestenina,C,C,TRUE,Književnost (uz polazni tekst)
29,"Savršena tjestenina
Kad se vratite gladni s posla, a niste neki vješti kuhari, posegnut ćete za namirnicama pogodnima
za brzu pripremu. Jedna je od njih i tjestenina. Iako njeno kuhanje nije komplicirano, postoje pravila
koja je potrebno slijediti kako bi se iz ove namirnice izvuklo ono najbolje.
Odaberite visokokvalitetnu tjesteninu od fino mljevene durum-pšenice. Ona u usporedbi s
običnom pšenicom sadrži više minerala i vitamina te također ima visoki udio proteina koji pridonose
elastičnosti tjestenine pa se neće tako lako raskuhati.
Kuhajte ju u dovoljnoj količini vode kako se ne bi slijepila i otpustila škrob. Neki od kulinarskih
stručnjaka preporučuju čak 5 L vode na 1 kg tjestenine. Naravno, vaša količina tjestenine možda
neće biti ovako velika, ali ako je riječ i o samo 500 g, iskoristite veći lonac u koji može stati barem
3 – 4 L vode jer je to jedini način da se tjestenina ravnomjerno skuha i bude ukusna.
Budite oprezni s dodavanjem ulja i soli. Dodavanjem ulja nećete spriječiti sljepljivanje, već
ćete tjesteninu učiniti masnijom. Stoga ju promiješate 3 – 4 puta u 10 minuta kako ne bi došlo
do neželjenoga sljepljivanja. Sol dodajte nakon što je voda zakipjela. Tako ćete ubrzati proces
zagrijavanja vode. Na svaku litru vode dodajte otprilike 1 ½ žličicu soli.
Kako biste izbjegli raskuhavanje tjestenine, kušajte ju 2 – 3 minute prije predviđenoga završetka
kuhanja otisnutoga na pakiranju jer ćete tako najbolje osjetiti al dente čvrstoću koja predstavlja
savršeno skuhanu tjesteninu.
Tjesteninu nakon kuhanja nemojte ispirati jer se tako gubi škrob i sva slasnost dobivena
kuhanjem u slanoj vodi. Samo je procijedite i još vruću pomiješajte s umakom kako ne bi došlo
do sljepljivanja. Umak po potrebi dodatno zagrijte s tjesteninom, ali ne duže od 2 minute. Jela od
tjestenine servirajte topla, osim ako nije riječ o nekom obliku hladne salate.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
29. Na koji se od sljedećih načina može izbjeći sljepljivanje tjestenine?
A. odabirom tjestenine s manjim udjelom proteina
B. miješanjem tjestenine prilikom kuhanja
C. soljenjem vode tek nakon što zavre
D. dodavanjem ulja tijekom kuhanja

Ogovori samo s A,B,C ili D",B. miješanjem tjestenine prilikom kuhanja.,B,B,TRUE,Književnost (uz polazni tekst)
30,"Savršena tjestenina
Kad se vratite gladni s posla, a niste neki vješti kuhari, posegnut ćete za namirnicama pogodnima
za brzu pripremu. Jedna je od njih i tjestenina. Iako njeno kuhanje nije komplicirano, postoje pravila
koja je potrebno slijediti kako bi se iz ove namirnice izvuklo ono najbolje.
Odaberite visokokvalitetnu tjesteninu od fino mljevene durum-pšenice. Ona u usporedbi s
običnom pšenicom sadrži više minerala i vitamina te također ima visoki udio proteina koji pridonose
elastičnosti tjestenine pa se neće tako lako raskuhati.
Kuhajte ju u dovoljnoj količini vode kako se ne bi slijepila i otpustila škrob. Neki od kulinarskih
stručnjaka preporučuju čak 5 L vode na 1 kg tjestenine. Naravno, vaša količina tjestenine možda
neće biti ovako velika, ali ako je riječ i o samo 500 g, iskoristite veći lonac u koji može stati barem
3 – 4 L vode jer je to jedini način da se tjestenina ravnomjerno skuha i bude ukusna.
Budite oprezni s dodavanjem ulja i soli. Dodavanjem ulja nećete spriječiti sljepljivanje, već
ćete tjesteninu učiniti masnijom. Stoga ju promiješate 3 – 4 puta u 10 minuta kako ne bi došlo
do neželjenoga sljepljivanja. Sol dodajte nakon što je voda zakipjela. Tako ćete ubrzati proces
zagrijavanja vode. Na svaku litru vode dodajte otprilike 1 ½ žličicu soli.
Kako biste izbjegli raskuhavanje tjestenine, kušajte ju 2 – 3 minute prije predviđenoga završetka
kuhanja otisnutoga na pakiranju jer ćete tako najbolje osjetiti al dente čvrstoću koja predstavlja
savršeno skuhanu tjesteninu.
Tjesteninu nakon kuhanja nemojte ispirati jer se tako gubi škrob i sva slasnost dobivena
kuhanjem u slanoj vodi. Samo je procijedite i još vruću pomiješajte s umakom kako ne bi došlo
do sljepljivanja. Umak po potrebi dodatno zagrijte s tjesteninom, ali ne duže od 2 minute. Jela od
tjestenine servirajte topla, osim ako nije riječ o nekom obliku hladne salate.

U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
30. Što od sljedećega negativno utječe na kvalitetu skuhane tjestenine?
A. ispiranje tjestenine nakon kuhanja
B. često kušanje tijekom kuhanja
C. al dente čvrstoća tjestenine
D. visoka elastičnost tjestenine

Ogovori samo s A,B,C ili D",A. ispiranje tjestenine nakon kuhanja,A,A,TRUE,Književnost (uz polazni tekst)
31,"U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
31. Koja je stilska figura upotrijebljena u sljedećemu primjeru?
‒ Majko, zašto je hladno u našoj sobi?
‒ Jer nema ugljena, sine.
‒ A zašto nema ugljena?
‒ Jer tata nema posla.
‒ A zašto tata nema posla?
‒ Jer ima previše ugljena.
A. anadiploza
B. paradoks
C. polisindeton
D. retoričko pitanje

Ogovori samo s A,B,C ili D",A. anadiploza,A,B,FALSE,Književnost (bez polaznog teksta)
32,"U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
32. Koji je od sljedećih naslova utemeljen na antitezi?
A. Kraljević i prosjak
B. Prokleta avlija
C. Zločin i kazna
D. Crni mačak

Ogovori samo s A,B,C ili D",A. Kraljević i prosjak,A,A,TRUE,Književnost (bez polaznog teksta)
33,"33. Koji je stih karakterističan za antičke epove?
A. epski deseterac
B. heksametar
C. jedanaesterac
D. simetrični osmerac
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. heksametar,B,B,TRUE,Književnost (bez polaznog teksta)
34,"34. Koja se od sljedećih tvrdnja odnosi na elegiju?
A. Namijenjena je buđenju nacionalne svijesti.
B. Pisana je u obliku dijaloga popraćenih glazbom.
C. Uzvišenim tonom slave se životne radosti i ljepota prirode.
D. Iskazuje se bolno iskustvo, razdvojenost od doma ili drage osobe. 
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D","D. Iskazuje se bolno iskustvo, razdvojenost od doma ili drage osobe.",D,D,TRUE,Književnost (bez polaznog teksta)
35,"35. Koji su od sljedećih stihova dvostrukorimovani dvanaesterci?
A. Da bim znala, drago, da oćeš bit mornar,
Ja ću plavcu moju s zlatom okovati,
B. Lepo pevaj, ptiček, drobni moj slaviček,
vu zeleni gori, na kiti borovi.
C. Tuge mje, tuge, vsaki dan ste druge,
Ne jur vsaki danak neg i vsaku uru,
D. Slavi svak iz glasa ovu vil gizdavu,
Ka nosi od vlasa venčac lip na glavu,
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D","C. Tuge mje, tuge, vsaki dan ste druge,
Ne jur vsaki danak neg i vsaku uru,",C,D,FALSE,Književnost (bez polaznog teksta)
36,"36. Na kojega se pjesnika odnosi sljedeća tvrdnja?
Naslovom svoje zbirke pjesma, kojom je najavio modernizam, ukazuje na spoj materijalnoga i
duhovnoga, ljepote i ružnoće, dobra i zla.
A. na Antuna Branka Šimića
B. na Charlesa Baudelairea
C. na Francesca Petrarcu
D. na Tina Ujevića
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. na Charlesa Baudelairea,B,B,TRUE,Književnost (bez polaznog teksta)
37,"37. Na koju se Ujevićevu pjesničku zbirku odnosi sljedeća tvrdnja?
Ta je zbirka od 48 pjesama pisana u duhu petrarkističke tradicije pa se lirski subjekt često
obraća imaginarnoj, nedohvatljivoj gospi koja ga istodobno i privlači i uništava.
A. na Kolajnu
B. na Lelek sebra
C. na Ojađeno zvono
D. na Žedan kamen na studencu
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",D. na Žedan kamen na studencu,D,A,FALSE,Književnost (bez polaznog teksta)
38,"38. U kojemu se pjevanju epa Smrt Smail-age Čengića nalaze sljedeći stihovi?
Djeco moja, hrabri zatočnici,
Vas je ova zemlja porodila,
Kršovita, ali vami zlatna.
Djedi vaši rodiše se tudijer,
Oci vaši rodiše se tudijer,
I vi isti rodiste se tudijer:
Za vas ljepše u svijetu neima.
A. u Agovanju
B. u Noćniku
C. u Četi
D. u Haraču
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",D. u Haraču,D,C,FALSE,Književnost (bez polaznog teksta)
39,"39. Koja se od sljedećih tvrdnja odnosi na Porfirija Petroviča iz romana Zločin i kazna?
A. Stariji je gospodin koji traži siromašnu djevojku za ženu koja bi mu bila pokorna i zahvalna.
B. Svojom lukavošću i psihološkim igrama želi navesti Raskoljnikova na priznanje zločina.
C. Suprug je Marfe Petrovne, a udvara se Raskoljnikovljevoj sestri Dunji.
D. Propali je činovnik koji je zbog alkohola uništio svoju obitelj.
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. Svojom lukavošću i psihološkim igrama želi navesti Raskoljnikova na priznanje zločina.,B,B,TRUE,Književnost (bez polaznog teksta)
40,"40. Zašto se roman Patnje mladog Werthera određuje kao epistolarni roman?
A. Pisan je u 1. licu.
B. Sadrži dnevničke zapise.
C. Pisan je u obliku pisama.
D. Nastao je u razdoblju predromantizma
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",C. Pisan je u obliku pisama.,C,C,TRUE,Književnost (bez polaznog teksta)
41,"41. Koji je dramski junak izgovorio sljedeću rečenicu?
Slabosti, ime ti je žena!
A. Kreont govoreći o Antigoni
B. Miljenko govoreći o Dubravki
C. Leone govoreći o barunici Glembay
D. Hamlet govoreći o Gertrudi
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",D. Hamlet govoreći o Gertrudi,D,D,TRUE,Književnost (bez polaznog teksta)
42,"42. Iz kojega su književnog djela sljedeće rečenice?
CENTROREKLAM objavljuje urbi et orbi s visokoga krova svoj visoki standard. Od njegove
silne akustike jedva se i čuje iz mračne veže nemoćno zapomaganje slijepca-prodavača:
„Končane svezice, crne, žute – dva dinara; deset kuverata i deset papira – šest dinara...”
Monotona slijepčeva litanija zvuči umorno i bez uvjerenja; jadna usmena reklama želi samo da
prikrije prosjačenje, to i ništa više.
A. iz Kiklopa
B. iz Preobražaja
C. iz Zločina i kazne
D. iz Patnja mladog Werthera
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",A. iz Kiklopa,A,A,TRUE,Književnost (bez polaznog teksta)
43,"43. Na kojega se književnika odnosi sljedeća tvrdnja?
U prvoj fazi stvaralaštva zaokupljen je pitanjem o smislu i svrsi čovjekova postojanja, a život
doživljava kao niz apsurda.
A. na Alberta Camusja
B. na Fjodora Mihajloviča Dostojevskog
C. na Franza Kafku
D. na Pedra Calderóna de la Barcu
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",A. na Alberta Camusja,A,A,TRUE,Književnost (bez polaznog teksta)
44,"44. Koja se od sljedećih tvrdnja odnosi na klasičnu grčku tragediju?
A. Namjera je prikazati neku aktualnu temu ili naglasiti neku lošu karakternu osobinu.
B. Glavni lik stradava jer je djelovao u skladu sa svojim moralnim načelima.
C. Pisana je u prozi, jednostavnim stilom i svakodnevnim govorom.
D. Stalni su likovi škrti starac, zaljubljeni mladić i lukavi sluga.
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. Glavni lik stradava jer je djelovao u skladu sa svojim moralnim načelima.,B,B,TRUE,Književnost (bez polaznog teksta)
45,"45. U čemu je Antigonina tragična krivnja?
A. Htjela je odgovornost za bratov pokop podijeliti sa svojom sestrom.
B. Uime moralnoga zakona prekršila je zakon vladara.
C. Skrivila je smrt svojega zaručnika.
D. Ubila se.
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. Uime moralnoga zakona prekršila je zakon vladara.,B,B,TRUE,Književnost (bez polaznog teksta)
46,"46. Kako se naziva dramski postupak kojim se spuštanjem božanstva na scenu razrješava zaplet?
A. ab ovo
B. deus ex machina
C. in medias res
D. quid pro quo
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. deus ex machina,B,B,TRUE,Književnost (bez polaznog teksta)
47,"47. Koja od sljedećih književnih vrsta pripada epskomu rodu?
A. epigram
B. mit
C. oda
D. tragedija
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. mit,B,B,TRUE,Književnost (bez polaznog teksta)
48,"48. Tko u Shakespeareovoj tragediji Hamlet izgovara sljedeće rečenice?
Ide već
U sobu svoje majke, gospodaru,
A ja ću stati iza zastora,
Da čujem što će biti.
A. Hamlet
B. Klaudije
C. Laert
D. Polonije
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",D. Polonije,D,D,TRUE,Književnost (bez polaznog teksta)
49,"49. Koja se od sljedećih tvrdnja odnosi na Dubravku Ivana Gundulića?
A. Djelo je monolog u kojemu se glavni lik prisjeća svojega grijeha, zatim spoznaje ispraznost
ljudskih nastojanja, a na kraju se vraća Bogu.
B. U djelu je prikazan pastoralni svijet na temelju kojega se iščitava društveno-politička
stvarnost.
C. Djelo sadrži prepjeve biblijskih pokorničkih psalama kojima autor prekida pisanje
mladenačkih drama.
D. Djelo se temelji na aktualnim događajima iz autorova vremena i govori o borbi za prijestolje.
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D","A. Djelo je monolog u kojemu se glavni lik prisjeća svojega grijeha, zatim spoznaje ispraznost ljudskih nastojanja, a na kraju se vraća Bogu.",A,B,FALSE,Književnost (bez polaznog teksta)
50,"50. U kojemu je književnom razdoblju nastao pjesnički pravac marinizam?
A. u renesansi
B. u baroku
C. u klasicizmu
D. u romantizmu
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. u baroku,B,B,TRUE,Književnost (bez polaznog teksta)
51,"51. Koji je od sljedećih književnih pravaca nastao pod utjecajem psihoanalitičke teorije
Sigmunda Freuda?
A. dadaizam
B. ekspresionizam
C. futurizam
D. nadrealizam
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",D. nadrealizam,D,D,TRUE,Književnost (bez polaznog teksta)
52,"52. Koji od sljedećih pjesnika pripada razdoblju realizma?
A. Silvije Strahimir Kranjčević
B. Antun Gustav Matoš
C. Antun Branko Šimić
D. Augustin Tin Ujević
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. Antun Gustav Matoš,B,A,FALSE,Književnost (bez polaznog teksta)
53,"53. Koja je od sljedećih tvrdnja o trubadurskoj lirici točna?
A. Nastala je u renesansnome Dubrovniku.
B. Nastala je u srednjovjekovnoj Europi.
C. Nastala je u predrenesansnoj Italiji.
D. Nastala je u antičkome Rimu.
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",B. Nastala je u srednjovjekovnoj Europi.,B,B,TRUE,Književnost (bez polaznog teksta)
54,"54. Što je od sljedećega obilježje realističke poetike?
A. subjektivni pripovjedač
B. humanizirani pejzaž
C. načelo tipičnosti
D. svjetska bol
U zadatcima višestrukoga izbora od više ponuđenih odgovora samo je jedan točan.
Ogovori samo s A,B,C ili D",C. načelo tipičnosti.,C,C,TRUE,Književnost (bez polaznog teksta)
